,JHipsterRegister,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,Generate,Log.Generate,Compile,Log.Compile,Build,Log.Build,protractor,cucumber,gatling,Log.Gen,Bug,Cause,Info
13075,jhipster6538,TRUE,monolith,session,no,no,spring-websocket,cassandra,cassandra,cassandra,maven,no,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
13111,jhipster6556,TRUE,monolith,session,no,no,no,cassandra,cassandra,cassandra,maven,no,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
13125,jhipster6563,TRUE,monolith,session,no,no,spring-websocket,sql,InMemory,mariadb,maven,elasticsearch,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,"Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'liquibase' defined in class path resource [io/variability/jhipster/config/DatabaseConfiguration.class]: Invocation of init method failed; nested exception is com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Error creating bean with name 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration': Initialization of bean failed; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No bean named 'org.springframework.context.annotation.ConfigurationClassPostProcessor.importRegistry' is defined)

Exception: Error creating bean with name 'liquibase' defined in class path resource [io/variability/jhipster/config/DatabaseConfiguration.class]: Invocation of init method failed; nested exception is com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

ExceptionMapper.get(ExceptionMapper.java:123)

ExceptionMapper.throwException(ExceptionMapper.java:69)

Exception: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Connection refused (Connection refused)

Caused by: com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: java.sql.SQLNonTransientConnectionException: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: org.mariadb.jdbc.internal.util.dao.QueryException: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: java.net.ConnectException: Connection refused (Connection refused)

_x001B_[32mjhipster-mariadb          |_x001B_[0m 2017-01-24 22:07:50 139950983894976 [ERROR] Aborting
ERROR: 1049  Unknown database 'test'",TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
13175,jhipster6588,TRUE,monolith,jwt,no,no,no,cassandra,cassandra,cassandra,maven,no,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
13187,jhipster6594,TRUE,gateway,uaa,no,no,no,cassandra,cassandra,cassandra,maven,no,FALSE,FALSE,FALSE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:UAAAuthenticationWithDocker,,
13243,jhipster6622,TRUE,monolith,session,hazelcast,hazelcast,spring-websocket,sql,postgresql,postgresql,maven,elasticsearch,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
13245,jhipster6623,TRUE,monolith,session,no,hazelcast,spring-websocket,sql,postgresql,postgresql,maven,no,TRUE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
13331,jhipster6666,TRUE,monolith,jwt,no,hazelcast,no,cassandra,cassandra,cassandra,maven,no,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
13461,jhipster6731,TRUE,gateway,uaa,no,hazelcast,spring-websocket,cassandra,cassandra,cassandra,maven,no,FALSE,TRUE,FALSE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:UAAAuthenticationWithDocker,,
13565,jhipster6783,TRUE,monolith,jwt,no,hazelcast,spring-websocket,cassandra,cassandra,cassandra,gradle,no,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
13685,jhipster6843,TRUE,monolith,jwt,no,no,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,TRUE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,ERROR: for jhipster-mariadb  Cannot start service jhipster-mariadb: driver failed programming external connectivity on endpoint jhipster-mariadb (f6b22f4d22ee65b9409f32665bdd1c6f02632f0057ff2464f92b02a48b90e672): Error starting userland proxy: listen tcp 0.0.0.0:3306: bind: address already in use,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
13915,jhipster6958,TRUE,monolith,session,no,hazelcast,no,cassandra,cassandra,cassandra,maven,no,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
13939,jhipster6970,TRUE,monolith,session,no,hazelcast,no,cassandra,cassandra,cassandra,gradle,no,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
13945,jhipster6973,TRUE,monolith,session,no,hazelcast,spring-websocket,cassandra,cassandra,cassandra,maven,no,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14037,jhipster7019,TRUE,gateway,uaa,no,no,no,cassandra,cassandra,cassandra,gradle,no,FALSE,TRUE,FALSE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:UAAAuthenticationWithDocker,,
14191,jhipster7096,TRUE,monolith,session,no,no,spring-websocket,sql,InMemory,postgresql,gradle,no,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14241,jhipster7121,TRUE,gateway,jwt,no,no,no,cassandra,cassandra,cassandra,gradle,no,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14261,jhipster7131,TRUE,monolith,session,no,no,no,mongodb,mongodb,mongodb,gradle,no,TRUE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:socialLoginWithMongoDB,,
14262,jhipster7131,FALSE,monolith,session,no,no,no,mongodb,mongodb,mongodb,gradle,no,TRUE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",KO,NA,KO,COMPILATION ERROR,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:socialLoginWithMongoDB,package org.hibernate.annotations does not exist,
14271,jhipster7136,TRUE,monolith,session,no,hazelcast,spring-websocket,cassandra,cassandra,cassandra,maven,no,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14295,jhipster7148,TRUE,monolith,oauth2,ehcache,no,spring-websocket,sql,DiskBased,mariadb,gradle,elasticsearch,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
14321,jhipster7161,TRUE,monolith,session,no,hazelcast,no,cassandra,cassandra,cassandra,gradle,no,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14353,jhipster7177,TRUE,monolith,jwt,no,hazelcast,spring-websocket,cassandra,cassandra,cassandra,gradle,no,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14391,jhipster7196,TRUE,gateway,jwt,no,hazelcast,spring-websocket,sql,DiskBased,mariadb,gradle,no,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
14431,jhipster7216,TRUE,monolith,jwt,no,hazelcast,no,sql,mariadb,mariadb,maven,elasticsearch,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,"Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'liquibase' defined in class path resource [io/variability/jhipster/config/DatabaseConfiguration.class]: Invocation of init method failed; nested exception is com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Error creating bean with name 'metaDataSourceAdvisor': Cannot resolve reference to bean 'methodSecurityMetadataSource' while setting constructor argument; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration': Initialization of bean failed; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No bean named 'org.springframework.context.annotation.ConfigurationClassPostProcessor.importRegistry' is defined)

Exception: Error creating bean with name 'liquibase' defined in class path resource [io/variability/jhipster/config/DatabaseConfiguration.class]: Invocation of init method failed; nested exception is com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

ExceptionMapper.get(ExceptionMapper.java:123)

ExceptionMapper.throwException(ExceptionMapper.java:69)

Exception: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Exception: Connection refused (Connection refused)

Caused by: com.zaxxer.hikari.pool.HikariPool$PoolInitializationException: Failed to initialize pool: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: java.sql.SQLNonTransientConnectionException: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: org.mariadb.jdbc.internal.util.dao.QueryException: Could not connect to address=(host=mariadb)(port=3306)(type=master) : Connection refused (Connection refused)

Caused by: java.net.ConnectException: Connection refused (Connection refused)

_x001B_[36mjhipster-mariadb          |_x001B_[0m 2017-01-25  9:58:11 140304715384768 [ERROR] Aborting
ERROR: 1049  Unknown database 'test'",TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
14433,jhipster7217,TRUE,monolith,jwt,ehcache,hazelcast,no,sql,InMemory,mysql,gradle,no,TRUE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,"ERROR: for jhipster-mysql  UnixHTTPConnectionPool(host='localhost', port=None): Read timed out. (read timeout=60)

ERROR: for jhipster-app  UnixHTTPConnectionPool(host='localhost', port=None): Read timed out. (read timeout=60)",TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14471,jhipster7236,TRUE,gateway,uaa,no,no,no,cassandra,cassandra,cassandra,gradle,no,FALSE,FALSE,TRUE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:UAAAuthenticationWithDocker,,
14621,jhipster7311,TRUE,monolith,jwt,hazelcast,hazelcast,no,sql,mysql,mysql,gradle,elasticsearch,TRUE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14623,jhipster7312,TRUE,gateway,jwt,ehcache,hazelcast,spring-websocket,sql,InMemory,postgresql,maven,elasticsearch,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14625,jhipster7313,TRUE,monolith,oauth2,ehcache,no,no,sql,DiskBased,postgresql,gradle,elasticsearch,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14631,jhipster7316,TRUE,monolith,session,no,no,no,sql,DiskBased,mariadb,gradle,elasticsearch,TRUE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
14633,jhipster7317,TRUE,gateway,jwt,hazelcast,hazelcast,no,sql,InMemory,mariadb,gradle,no,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
14635,jhipster7318,TRUE,monolith,session,no,hazelcast,no,sql,DiskBased,mysql,gradle,elasticsearch,TRUE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14639,jhipster7320,TRUE,monolith,oauth2,ehcache,hazelcast,spring-websocket,sql,postgresql,postgresql,gradle,no,FALSE,FALSE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
14641,jhipster7321,TRUE,monolith,jwt,hazelcast,hazelcast,spring-websocket,sql,DiskBased,mariadb,gradle,elasticsearch,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
14643,jhipster7322,TRUE,monolith,session,no,no,spring-websocket,sql,DiskBased,mariadb,gradle,no,TRUE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
14649,jhipster7325,TRUE,monolith,session,no,hazelcast,no,sql,InMemory,mariadb,gradle,elasticsearch,FALSE,TRUE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
14651,jhipster7326,TRUE,monolith,jwt,hazelcast,no,spring-websocket,sql,InMemory,mariadb,gradle,no,FALSE,FALSE,TRUE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:mariadbWithGradle,,
14657,jhipster7329,TRUE,microservice,uaa,ehcache,NA,NA,sql,postgresql,postgresql,maven,elasticsearch,NA,NA,TRUE,OK,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,FALSE,TRUE,TRUE,"ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",BUG:UAAAuthenticationWithDocker,,
14659,jhipster7330,TRUE,monolith,session,ehcache,hazelcast,spring-websocket,sql,InMemory,mysql,maven,elasticsearch,FALSE,TRUE,FALSE,OK,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",OK,NA,KO,NA,TRUE,TRUE,TRUE,"Exception.java

ExceptionHandlingAsyncTaskExecutor.java

Exception.java

ExceptionTranslator.java

",ISSUE:env,,
